updated,md5sum,filesize,original_filename,archive_filename,ra,dec,ifilter,seeing,depth,exposure,obs_night,date_obs,pi_ids,pi,prop_id,release_date,instrument,telescope,site,obs_mode,obs_type,proc_type,prod_type,survey,caldat,collections
2021-09-06T19:48:22.237105+0000,7ba35b414ca50736cd368d28313a9ee2,685601280,/data_local/images/DTS/2019A-0337/DECam_01029825.fits.fz,/net/archive/mtn/20210906/ct4m/2019A-0337/c4d_210906_193200_fri.fits.fz,338.358329166667,-60.6358330555556,N708 DECam c0012 7080.0 400.0,,,100.0,2021-09-06,2021-09-06T19:32:00.833216+0000,[5011],Trilling,2019A-0337,2021-09-06,decam,ct4m,ct,,dome flat,raw,image,,2021-09-06,[None]
2021-09-06T19:40:21.994854+0000,057bc2a77db718d4b2b433fb945e4d00,685517760,/data_local/images/DTS/2019A-0337/DECam_01029823.fits.fz,/net/archive/mtn/20210906/ct4m/2019A-0337/c4d_210906_192752_fri.fits.fz,338.358329166667,-60.6358330555556,N708 DECam c0012 7080.0 400.0,,,100.0,2021-09-06,2021-09-06T19:27:52.415158+0000,[5011],Trilling,2019A-0337,2021-09-06,decam,ct4m,ct,,dome flat,raw,image,,2021-09-06,[None]
2021-09-08T19:36:27.924380+0000,4936d1ed2cf5e854e3263f24b7835f0e,685056960,/data_local/images/DTS/2019A-0337/DECam_01030989.fits.fz,/net/archive/mtn/20210908/ct4m/2019A-0337/c4d_210908_192231_fri.fits.fz,338.358329166667,-60.6358330555556,N708 DECam c0012 7080.0 400.0,,,100.0,2021-09-08,2021-09-08T19:22:31.508515+0000,[5011],Trilling,2019A-0337,2021-09-08,decam,ct4m,ct,,dome flat,raw,image,,2021-09-08,[None]
2021-09-08T19:32:23.468910+0000,3d5fd77a769a8c9193aaffa4c472f7fc,685186560,/data_local/images/DTS/2019A-0337/DECam_01030988.fits.fz,/net/archive/mtn/20210908/ct4m/2019A-0337/c4d_210908_192027_fri.fits.fz,338.358329166667,-60.6358330555556,N708 DECam c0012 7080.0 400.0,,,100.0,2021-09-08,2021-09-08T19:20:27.245950+0000,[5011],Trilling,2019A-0337,2021-09-08,decam,ct4m,ct,,dome flat,raw,image,,2021-09-08,[None]
2021-09-07T19:27:24.977821+0000,97c4dedf240e6f3bd28de26362572b63,685788480,/data_local/images/DTS/2019A-0337/DECam_01030408.fits.fz,/net/archive/mtn/20210907/ct4m/2019A-0337/c4d_210907_191655_fri.fits.fz,338.358329166667,-60.6358330555556,N708 DECam c0012 7080.0 400.0,,,100.0,2021-09-07,2021-09-07T19:16:55.946238+0000,[5011],Trilling,2019A-0337,2021-09-07,decam,ct4m,ct,,dome flat,raw,image,,2021-09-07,[None]
2021-09-14T19:36:25.956453+0000,075b0cead7b4f6cae2b2c95fe46d480a,685673280,/data_local/images/DTS/2019A-0305/DECam_01033092.fits.fz,/net/archive/mtn/20210914/ct4m/2019A-0305/c4d_210914_184830_fri.fits.fz,37.0595416666667,-5.44416305555556,N708 DECam c0012 7080.0 400.0,,,100.0,2021-09-14,2021-09-14T18:48:30.823806+0000,[4512],Drlica-Wagner,2019A-0305,2021-09-14,decam,ct4m,ct,,dome flat,raw,image,,2021-09-14,[None]
2021-09-14T18:45:37.350898+0000,c113f79e67a5b6372c23b06f1b7348f9,686332800,/data_local/images/DTS/2019A-0305/DECam_01033082.fits.fz,/net/archive/mtn/20210914/ct4m/2019A-0305/c4d_210914_182748_fri.fits.fz,37.0595416666667,-5.44416305555556,N708 DECam c0012 7080.0 400.0,,,100.0,2021-09-14,2021-09-14T18:27:48.983868+0000,[4512],Drlica-Wagner,2019A-0305,2021-09-14,decam,ct4m,ct,,dome flat,raw,image,,2021-09-14,[None]
2021-09-03T20:04:22.681650+0000,eb770a4e357f6dbde32bbee7bb93c9b4,685261440,/data_local/images/DTS/2019A-0337/DECam_01028418.fits.fz,/net/archive/mtn/20210903/ct4m/2019A-0337/c4d_210903_195605_fri.fits.fz,357.1428,-30.8257380555556,N708 DECam c0012 7080.0 400.0,,,100.0,2021-09-03,2021-09-03T19:56:05.250164+0000,[5011],Trilling,2019A-0337,2021-09-03,decam,ct4m,ct,,dome flat,raw,image,,2021-09-03,[None]
2021-09-06T05:54:45.734874+0000,057326218dfa165101dec8441b79bc39,684164160,/data_local/images/DTS/2019A-0337/DECam_01029251.fits.fz,/net/archive/mtn/20210905/ct4m/2019A-0337/c4d_210905_190123_fri.fits.fz,52.6000041666667,-28.1,N708 DECam c0012 7080.0 400.0,,,100.0,2021-09-05,2021-09-05T19:01:23.928644+0000,[5011],Trilling,2019A-0337,2021-09-05,decam,ct4m,ct,,dome flat,raw,image,,2021-09-05,[None]
2021-09-14T18:44:20.164372+0000,189e96b61b4fddc62e5d8cd8b6ba7ff7,686062080,/data_local/images/DTS/2019A-0305/DECam_01033085.fits.fz,/net/archive/mtn/20210914/ct4m/2019A-0305/c4d_210914_183401_fri.fits.fz,37.0595416666667,-5.44416305555556,N708 DECam c0012 7080.0 400.0,,,100.0,2021-09-14,2021-09-14T18:34:01.559640+0000,[4512],Drlica-Wagner,2019A-0305,2021-09-14,decam,ct4m,ct,,dome flat,raw,image,,2021-09-14,[None]
