810.0 	0.184223	0.005831	0.048285	0.092942	0.10211	0.024716	0.155905	0.013199	0.017568	0.151859	0.023688	0.034009	0.060493	0.048042	0.023376	0.135001	0.046643	0.168843	0.007326	0	0.140151	0.094535	0.182678	0.025135	0.230647	0.111739	0.00582	0.18187	0.039501	0.059169	0.065152	0.125786	0.054882	0.065595	0.01749	0.02473	0.035071	0.099633	0.087849	0.062765	0.104049	0.036827	0.241127	0.052984	0.011796	0.149214	0.202698	0.001487	0.048943
809.8 	0.011524	0.168973	0.004379	0.191594	0.011685	0.040335	0.011589	0.011756	0.076456	0.07045	0.048132	0.175942	0.027882	0.033134	0.121893	0.127813	0.09253	0.013228	0.070416	0.010291	0.005885	0.162161	0.030711	0.101144	0.035082	0.028887	0.069877	0.062919	0.011727	0.109776	0.005875	0.052682	0.164671	0.116121	0.091372	0.092963	0.056745	0.192376	0.060069	0.017691	0.107425	0.04238	0.093386	0.112618	0.005864	0.070307	0.00732	0.045406	0.146722
809.6 	0.084588	0.063301	0.042098	0.058551	0.109622	0.143932	0.13253	0.007247	0.081327	0.023303	0.130317	0.180151	0.058569	0.21835	0.01725	0.010136	0.040618	0.181453	0.058093	0.048268	0.066274	0.145989	0.052796	0.083168	0.088287	0.038785	0.011551	0.109018	0.046643	0.115963	0.011724	0.048393	0	0.06195	0.044687	0.082266	0.065205	0.064076	0.081106	0.007291	0.010176	0.092295	0.054351	0.001471	0.041077	0.010266	0.011746	0.222435	0.019073
809.4 	0.001443	0.150522	0.059674	0.091825	0.029367	0.046404	0.114849	0.023328	0.0685	0.023276	0.135284	0.093821	0.027822	0.050595	0.024746	0.098928	0.056839	0.023328	0.016037	0.010188	0.140269	0.013098	0.058535	0.019031	0.12458	0.017443	0.027654	0.001453	0.088951	0.0467	0.225994	0.023417	0.103951	0.029046	0.077065	0.080261	0.027646	0.065578	0.058158	0.005831	0.103686	0.128037	0.075805	0.039248	0.013129	0.017635	0.064306	0.023364	0.175325
809.2 	0.011434	0.00429	0.096629	0.045548	0.01753	0.070331	0.064806	0.017319	0.005812	0.1246	0.042959	0.093571	0.019055	0.004296	0.018608	0.113391	0.125888	0.028973	0.010164	0.223963	0.010311	0.033781	0.005825	0.021986	0.013139	0.007191	0.063305	0.117241	0.114398	0.048645	0.130917	0.051141	0.017508	0.027286	0.010098	0.046008	0.196755	0.029006	0.127567	0.111447	0.050877	0.00442	0.00735	0.007376	0.042565	0.199198	0.065858	0.116952	0.092029
809.0 	0.12252	0.063884	0.036332	0.145595	0.133069	0.001451	0.02173	0.079485	0.056541	0.005838	0.007325	0.062791	0.046845	0.03042	0.015963	0.05221	0.005815	0.005792	0.13224	0.010223	0.163166	0.024882	0.093315	0.024754	0.017547	0.110413	0.011601	0.027627	0.081348	0.062993	0.086038	0.188205	0.179361	0.073938	0.034725	0.117896	0.081411	0.03491	0.132236	0.033287	0.030665	0.011663	0.05127	0	0.186757	0.077274	0.112489	0.058503	0.011741
808.8 	0.034549	0.167214	0.007244	0.076066	0.017519	0.069307	0.036231	0.045034	0.127451	0.127451	0.040917	0.161632	0.010238	0.057764	0.028931	0.161381	0.007214	0.125136	0.081201	0.051056	0.046702	0.017563	0.140052	0.116611	0.029274	0.142579	0.007228	0.088371	0.097193	0.141304	0.017581	0.052464	0.083085	0.091251	0.023076	0.145313	0.069654	0.00577	0.132677	0.0058	0.017468	0.034996	0.056865	0.077501	0.013132	0.017503	0.01749	0.048372	0.005856
808.6 	0.148317	0.033095	0.207279	0.007268	0.034761	0.161023	0.120873	0.052187	0.033244	0.033585	0.035032	0.056438	0.036366	0.097256	0.092065	0.001443	0.010112	0.013006	0.018799	0.023251	0.08887	0.027623	0.052312	0.007215	0.005823	0.168255	0.074978	0.012956	0.086863	0.048004	0.001461	0.005795	0.005783	0.074505	0.067957	0.173986	0.028954	0.175235	0.189027	0.005809	0.011622	0.052367	0.016023	0.070267	0.145529	0.024641	0.028975	0.105588	0.011635
808.4 	0.091541	0.177567	0.103138	0.04068	0.024779	0.161973	0.073507	0.161454	0.004346	0.010213	0.07126	0.033455	0.068256	0.153454	0.098994	0.051753	0.104374	0.169098	0.005796	0.017423	0.024714	0.004379	0.011645	0.011609	0.035046	0.188601	0.005748	0	0.081152	0.024677	0.053817	0.058243	0.00728	0.068872	0.194628	0.166816	0.166524	0.092228	0.057822	0.034663	0.013099	0.052305	0.098917	0.013058	0.017465	0.033663	0.074057	0.082774	0.011653
808.2 	0.16989	0.005729	0.012996	0.011638	0.18184	0.091915	0.13218	0.093452	0.069451	0.063699	0.023336	0.064129	0.046441	0.166195	0.034625	0.015873	0.177105	0.0348	0.091051	0.010166	0.052143	0.058102	0.082916	0.004356	0.164687	0.022924	0.17251	0.007248	0.071025	0.021759	0.024747	0.010181	0.011645	0.067563	0.078856	0.022971	0.05045	0.046116	0.132616	0.030597	0.010107	0.040539	0.058311	0.021874	0.069669	0.040677	0.013095	0.058448	0.070185
808.0 	0.102438	0.13158	0.001432	0.168459	0.001448	0	0.173519	0.045944	0.189783	0.001457	0.092917	0.134718	0.013045	0.041582	0.087792	0.033061	0.040373	0.01725	0.073378	0.109227	0.116182	0.011607	0.052108	0.021709	0.02473	0.119844	0.018595	0.091918	0.010089	0.027564	0.077104	0.069522	0.069726	0.131565	0.167903	0.021436	0.064694	0.085037	0.063563	0.091728	0.007178	0.059507	0.050982	0.028996	0.021902	0.125976	0.017362	0.0596	0.163939
807.8 	0.001422	0.239953	0.040275	0.103766	0.057987	0.110226	0.16002	0.040424	0.01008	0.021755	0	0.005802	0.048	0.090211	0.078837	0.074543	0.023092	0.021642	0.039003	0.138202	0.165564	0.028993	0.018838	0.010137	0.011664	0.120169	0.108908	0.00577	0.087951	0.041888	0.038979	0.017396	0.046484	0.217444	0.131935	0.103054	0.096373	0.12716	0.021625	0.070744	0.01303	0	0.017306	0.111014	0.13172	0.092843	0.017438	0.081633	0.126679
807.6 	0.039651	0.125372	0.137685	0.109212	0.127161	0.120895	0.017217	0.17131	0.13092	0	0.088053	0.046445	0.091866	0.038602	0.160294	0.153324	0.09767	0.137704	0.097923	0.120002	0.097866	0.017351	0.147058	0.110135	0.109047	0.022932	0.108804	0.092107	0.132	0	0.023128	0.039247	0.039224	0.009992	0.167025	0.161596	0.201397	0.00571	0.0847	0.096269	0.023117	0.075033	0.052078	0.02886	0	0.013088	0.081345	0.075468	0.023314
807.4 	0.039689	0.066912	0.067164	0.160934	0.004337	0.089793	0.024227	0.03003	0.035882	0.047517	0.073644	0.059042	0.0928	0.024216	0.143105	0.017174	0.035751	0.142392	0.050443	0.115304	0.087908	0.001445	0.127271	0.011598	0.116339	0.017134	0.172665	0.114552	0.097791	0.063636	0.109906	0.059666	0.162213	0.165442	0.198293	0.081143	0.024267	0.183484	0.155776	0.09737	0.05037	0.082445	0.12672	0.034743	0	0.081098	0.040676	0.007222	0.029032
807.2 	0.039611	0.058432	0.114312	0.104859	0.160146	0.159533	0.142235	0.005718	0.14524	0.035917	0.109469	0.05769	0.114027	0.092629	0.142457	0.148547	0.027151	0.096349	0.110416	0.007177	0.036002	0.057601	0.059157	0.155877	0.188907	0.004266	0.012808	0.051342	0.050089	0	0.144709	0.134086	0.012958	0.029889	0.152207	0.089867	0.045798	0.156165	0.072753	0.024383	0.183405	0.023063	0.005785	0.018735	0.069068	0.011552	0.012976	0.069333	0.010128
807.0 	0.028334	0.035364	0.021425	0.05331	0.138046	0.163065	0.103706	0.101082	0.072979	0.08171	0.004327	0.018799	0.0403	0.14768	0.001425	0.129978	0.131244	0.055837	0.022841	0.149338	0.047464	0.182986	0.010108	0.102288	0.018798	0.137895	0.143739	0.017135	0.108626	0.217461	0.017215	0.046127	0.201455	0.011349	0.148079	0.061173	0.089271	0.098471	0.136766	0.012877	0.148913	0.034473	0.149377	0.086065	0.04188	0.073666	0.092136	0.001443	0.115468
